Year,Overflow_Type,Municipality,Wet-Dry-Event,NPDES,Date_discovered,Time_discovered,Days,Hours,Minutes,Location,Pipe-Manhole-ID,ZipCode,Latitude,Longitude,Collection-System,QUAN-GALS-Gross,QUAN-GALS-Net,Cause,HealthDeptNotified,How_HeatlhDepart_Was_Notified,Corrective_Action,Watershed,Receiving_waters,County,Comment,Penalty_Collected,Penalty_Collected_Comments
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,7:00:00 AM,0,10,25,1901 Falls Rd.,Manhole,21211,39.311745,-76.62085,City of Baltimore Dept. of Public Works,1392000,1392000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,11:58:00 AM,0,3,32,1731 E. Chase St.,Manhole,21213,39.303101,-76.592971,City of Baltimore Dept. of Public Works,5300,5300,Rain.,,,Conditions returned to normal following rain event.  Site is monitored with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,10:21:00 AM,0,5,4,Chelsea Terrace and Gwynns Falls Parkway,Manhole,21216,39.314514,-76.674931,City of Baltimore Dept. of Public Works,6080,6080,"Rags, rain, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 400 ft. of pressure hose.  Confirmed choke was relieved.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,10:10:00 AM,0,3,24,4021 Fairview Ave.,Manhole,21216,39.322715,-76.685106,City of Baltimore Dept. of Public Works,10200,10200,"Rags, roots, rain, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke at 3 sections using 500 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,11:00:00 AM,0,3,15,3501 Asiatic Ave.,Facility,21226,39.23223,-76.56672,Patapsco WWTP,250000,250000,Record heavy rain caused extreme high flow conditions at Patapsco Plant.,,,Clean up efforts began after event to remove a minimal amount of debris from affect areas of plant. This will continue until all areas are clean.,,Patapsco River,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/24/2018,,,,,2700 Wilkens Ave.,Manhole,21223,39.27822,-76.65892,City of Baltimore Dept. of Public Works,370,370,"Rain, trash/debris, sand, gravel, rocks.",,,Flushed mainline and cleaned evidence of debris.  Cleared the mainline of obstructions.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/25/2018,8:50:00 PM,0,0,50,3104 Liberty Heights Ave.,Manhole,21215,39.323506,-76.66814,City of Baltimore Dept. of Public Works,14000,14000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/25/2018,8:10:00 PM,0,2,15,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,-76.670969,City of Baltimore Dept. of Public Works,34000,34000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/25/2018,8:25:00 PM,0,2,55,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,-76.67888,City of Baltimore Dept. of Public Works,40000,40000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/25/2018,8:00:00 PM,0,3,45,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.289142,-76.709847,City of Baltimore Dept. of Public Works,43000,43000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/25/2018,9:55:00 PM,0,2,25,3404 Glen Ave.,Manhole,21215,39.357154,-76.685975,City of Baltimore Dept. of Public Works,83000,83000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/25/2018,8:20:00 PM,0,6,30,1901 Falls Rd.,Manhole,21211,39.311744,-76.620287,City of Baltimore Dept. of Public Works,1864000,1864000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/25/2018,9:15:00 PM,0,14,55,1901 Falls Rd.,Manhole,21218,39.311744,-76.620287,City of Baltimore Dept. of Public Works,71600,71600,Rain.,,,Set up traffic pattern. Overflow subsided following heavy rain event.  This location is equipped with an Event Notification System alarm.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/26/2018,,,,,1731 E. Chase St.,Manhole,21213,39.303132,-76.592918,City of Baltimore Dept. of Public Works,5,5,"Rain, trash/debris, sand, gravel, rocks.",,,Set up traffic barrier.  Overflow subsided following heavy rain event.  Monitored the site.  Location is equipped with an Event Notification System Meter.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,10:03:00 PM,0,3,30,400 E. Eager St.,Manhole,21202,39.301482,-76.610177,City of Baltimore Dept. of Public Works,12600,12600,"Rain, trash/debris, sand, gravel, rocks.",,,Set up traffic pattern. Overflow subsided following heavy rain event. Monitored the site until it returned to normal conditions.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,6:50:00 PM,0,0,20,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,-76.670969,City of Baltimore Dept. of Public Works,500,500,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,6:40:00 PM,0,1,15,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,-76.67888,City of Baltimore Dept. of Public Works,16000,16000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,5:40:00 PM,0,5,30,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.289142,-76.709847,City of Baltimore Dept. of Public Works,40000,40000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,6:00:00 PM,0,3,25,3104 Liberty Heights Ave.,Manhole,21215,39.323506,-76.66814,City of Baltimore Dept. of Public Works,26000,26000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,9:20:00 PM,0,2,30,1730 E. Chase St.,Manhole,21213,39.303438,-76.593019,City of Baltimore Dept. of Public Works,15000,15000,"Rain, trash/debris, sand, gravel, rocks.",,,Set up traffic pattern.  Flow returned to normal following heavy rain event.  Monitored the overflow location.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,10:03:00 PM,0,3,30,400 E. Eager St.,Manhole,21202,39.301482,-76.610177,City of Baltimore Dept. of Public Works,12600,12600,"Rain, trash/debris, sand, gravel, rocks.",,,Set up traffic pattern. Overflow subsided following heavy rain event.  Monitored the site until it returned to normal conditions.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,,,,,1839 Falls Rd.,Manhole,21201,39.310743,-76.619475,City of Baltimore Dept. of Public Works,15,15,Rain.,,,Set up traffic pattern.  Conditions returned to normal following heavy rain event.  Location is equipped with an Event Notification System meter.,,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,6:05:00 PM,0,7,20,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,2467000,2467000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,5:50:00 PM,0,2,40,E. 32nd St. & St. Paul St.,Manhole,21218,39.320837,-76.61632,City of Baltimore Dept. of Public Works,289000,289000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,,,,,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,20,20,Rain.,,,Set up traffic control pattern.  Overflow subsided following rain event.  Location is equipped with an Event Notification System meter.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/27/2018,7:51:00 PM,0,1,0,1800 E. Eager St.,Manhole,21205,39.302057,-76.592312,City of Baltimore Dept. of Public Works,279000,279000,"Rags, rain.",,,Set up traffic control pattern.  Conditions returned to normal following heavy rain event.  Location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,7/29/2018,10:58:00 AM,0,4,34,434 Kane St.,Manhole,21224,39.288393,-76.537453,City of Baltimore Dept. of Public Works,1370,1370,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/2/2018,11:16:00 AM,0,0,49,2601 N. Hilton St.,Manhole,21216,39.316481,-76.672471,City of Baltimore Dept. of Public Works,980,980,"Rags, roots, grease.",,,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/3/2018,7:40:00 AM,0,2,50,2617 Woodland Ave.,Clean out,21215,39.346452,-76.66159,City of Baltimore Dept. of Public Works,340,340,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.  Confirmed mainline and lateral are clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/3/2018,3:49:00 PM,0,4,2,3602 Cottage Ave.,Clean out,21215,39.330183,-76.65826,City of Baltimore Dept. of Public Works,242,242,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 60 ft. of electric cable.  Performed CCTV inspection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/3/2018,,,,,1719 W. Lexington St.,Clean out,21223,39.290493,-76.644689,City of Baltimore Dept. of Public Works,4,4,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.  Performed house lateral CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/3/2018,,,,,1505 Woodbourne Ave.,Clean out,21239,39.355219,-76.588713,City of Baltimore Dept. of Public Works,10,10,"Rags, roots.",,,Relieved house connection choke with 45 ft. of electric cable.  Confirmed mainline and lateral are clear.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/3/2018,,,,,629 E. 38th St.,Clean out,21218,39.335521,-76.606196,City of Baltimore Dept. of Public Works,3,3,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved 6 inch house connection choke with 35 ft. of electric cable. Confirmed connection is clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/6/2018,,,,,644 S. Lakewood Ave.,Clean out,21224,39.28429,-76.57875,City of Baltimore Dept. of Public Works,2,2,"Trash/debris, sand, gravel, rocks.",,,Ran 11 ft. of electric cable & augur. Removed debris but there's hard blockage in the lateral. Performed CCTV inspection to determine obstruction or possible damage. Bypass pumping may be option.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/8/2018,,,,,4700 N. Franklintown Rd.,Manhole,21207,39.30174,-76.70042,City of Baltimore Dept. of Public Works,5,5,"Trash/debris, sand, gravel, rocks.",,,"Replaced manhole cover and cleaned surrounding debris.  A large rock is in the manhole, obstructing some of the flow. This will be removed.",Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/8/2018,,,,,E. 29th St. and Guilford Ave.,Manhole,21218,39.32334,-76.61321,City of Baltimore Dept. of Public Works,5,5,Pipe break.,,,Relieved mainline choke with 300 ft. of pressure hose and vacuum.  Performed CCTV inspection.  Planning for mainline repair due to structural damage.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/10/2018,,,,,1525 Edmondson Ave.,Clean out,21223,39.29516,-76.64217,City of Baltimore Dept. of Public Works,5,5,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved 6 inch house connection choke with 30 ft. of electric cable.  Performed CCTV inspection; confirmed mainline and lateral are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/10/2018,,,,,1412 N. Luzerne Ave.,Clean out,21213,39.30726,-76.610928,City of Baltimore Dept. of Public Works,4,4,Grease.,,,Relieved house connection choke with 45 ft. of electric cable.  Performed CCTV inspection; confirmed mainline and lateral are clear.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/11/2018,,,,,3018 Virginia Ave.,Manhole,21215,39.345135,-76.667249,City of Baltimore Dept. of Public Works,10,10,"Trash/debris, sand, gravel, rocks.",,,Flushed and cleaned 8 inch mainline; removed debris.  Performed mainline CCTV inspection and dye test.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/11/2018,,,,,3018 Virginia Ave.,Manhole,21215,39.34516,-76.66719,City of Baltimore Dept. of Public Works,10,10,"Trash/debris, sand, gravel, rocks.",,,Flushed and cleaned 8 inch mainline; removed debris.  Performed mainline CCTV inspection and dye test.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/11/2018,2:22:00 PM,0,3,47,3216 Piedmont Ave.,Manhole,21216,39.31657,-76.67214,City of Baltimore Dept. of Public Works,1135,1135,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 250 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/13/2018,2:10:00 AM,0,1,55,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,208000,208000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/13/2018,,,,,N. Charles St. & Lafayette Ave.,Manhole,21202,39.30978,-76.61647,City of Baltimore Dept. of Public Works,0,0,Heavy rain event caused malfunction in meter.  No overflow occurred at this location.,,,A meter inside manhole produced a false activation alarm.  Software was rewritten to prevent future false alarms at this location.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/13/2018,6:35:00 PM,0,1,10,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,71000,71000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/13/2018,6:10:00 PM,0,0,40,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308739,-76.616402,City of Baltimore Dept. of Public Works,19000,19000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/13/2018,6:10:00 PM,0,0,40,E. 32nd St. & St. Paul St.,Manhole,21218,39.32692,-76.615883,City of Baltimore Dept. of Public Works,27000,27000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltmore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/13/2018,1:15:00 AM,0,3,15,3104 Liberty Heights Ave.,Manhole,21215,39.323505,-76.668137,City of Baltimore Dept. of Public Works,106000,106000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/13/2018,1:35:00 AM,0,2,35,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.33529,-76.67888,City of Baltimore Dept. of Public Works,69000,69000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/13/2018,1:50:00 AM,0,0,20,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.28912,-76.70986,City of Baltimore Dept. of Public Works,1000,1000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/13/2018,1:50:00 AM,0,2,25,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,-76.670969,City of Baltimore Dept. of Public Works,92000,92000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/13/2018,,,,,2311 Allendale Rd.,Clean out,21216,39.314822,-76.679993,City of Baltimore Dept. of Public Works,1,1,"Rags, roots.",,,Relieved house connection choke with 45 ft. of electric cable.  Confirmed mainline and lateral are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/14/2018,7:55:00 AM,0,2,43,428 E. Preston St.,Clean out,21202,39.30514,-76.60977,City of Baltimore Dept. of Public Works,815,815,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed CCTV inspection; mainline and lateral are clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/14/2018,7:55:00 AM,0,2,43,428 E. Preston St.,Clean out,21202,39.305141,-76.609772,City of Baltimore Dept. of Public Works,815,815,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed CCTV inspection; mainline and lateral are clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/15/2018,10:30:00 PM,0,0,39,1600 E. Clement St.,Clean out,21230,39.27,-76.5914,City of Baltimore Dept. of Public Works,39,39,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 15 ft. of electric cable.  Confirmed mainline and lateral are clear.  Performed CCTV analysis.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/16/2018,,,,,436 Kane St.,Manhole,21224,39.28835,-76.53733,City of Baltimore Dept. of Public Works,5,5,"Rags, grease.",,,Relieved 8 inch mainline choke with 80 ft. of pressure hose.  Performed mainline CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/17/2018,,,,,2303 Windsor Ave.,Clean out,21216,39.31236,-76.65455,City of Baltimore Dept. of Public Works,4,4,"Rags, roots.",,,Relieved 6 inch house connection choke with 30 ft. of electric cable.  Confirmed mainline and lateral are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/20/2018,,,,,3500 Chestnut Ave.,Clean out,21211,39.33003,-76.62954,City of Baltimore Dept. of Public Works,6,6,"Rags, roots.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed house lateral CCTV inspection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/20/2018,,,,,3408 Keene Ave.,Clean out,21214,39.34848,-76.55487,City of Baltimore Dept. of Public Works,10,10,"Rags, roots.",,,Relieved house connection choke with 60 ft. of electric cable.  Confirmed connection is clear; cleaned mainline.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/21/2018,,,,,428 E. Preston St.,Clean out,21202,39.305141,-76.609772,City of Baltimore Dept. of Public Works,20,20,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved choke with electric cable and pressure hose.  Confirmed connection is clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/21/2018,,,,,428 E. Preston St.,Clean out,21202,39.30514,-76.60977,City of Baltimore Dept. of Public Works,20,20,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved choke with electric cable and pressure hose.  Confirmed connection is clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/22/2018,7:13:00 PM,0,3,17,320 E. 33rd St.,Clean out,21218,39.328605,-76.612735,City of Baltimore Dept. of Public Works,98,98,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable and cleaned surrounding area.  Performed CCTV inspection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/22/2018,12:40:00 AM,0,0,30,N. Charles St. & W. Lanvale St.,Manhole,21202,39.30874,-76.6164,City of Baltimore Dept. of Public Works,7000,7000,Rain.,,,SSO structure.  Not applicable.  SSO structure will be closed upon completion of capital projects.  Structure is monitored by metering equipment in the pipe.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/22/2018,12:55:00 AM,0,1,45,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,564000,564000,Rain.,,,SSO structure.  Not applicable.  SSO structure will be closed upon completion of capital projects.  Structure is monitored by metering equipment in the pipe.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/22/2018,1:25:00 AM,0,0,40,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,6000,6000,Rain.,,,Checked the area; overflow stopped after heavy rain event.  Location is equipped with an Event Notification System meter.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/22/2018,12:30:00 AM,0,3,20,428 E. Preston St.,Manhole,21202,39.305141,-76.609772,City of Baltimore Dept. of Public Works,2386000,2386000,Rain.,,,SSO structure.  Not applicable.  SSO structure will be closed upon completion of capital projects.  Structure is monitored by metering equipment in the pipe.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/22/2018,1:20:00 AM,0,1,5,1731 E. Chase St.,Manhole,21213,39.30312,-76.59301,City of Baltimore Dept. of Public Works,155000,155000,Rain.,,,Checked the area; overflow stopped after heavy rain event.  Location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/22/2018,,,,,2552 Marbourne Ave.,Manhole,21230,39.2534,-76.64841,City of Baltimore Dept. of Public Works,2,2,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved mainline choke with pressure hose.  Performed CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/22/2018,12:45:00 AM,0,0,35,3104 Liberty Heights Ave.,Manhole,21215,39.323505,-76.668137,City of Baltimore Dept. of Public Works,2000,2000,Rain.,,,SSO structure.  Not applicable.  SSO structure will be closed upon completion of capital projects.  Structure is monitored by metering equipment in the pipe.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/22/2018,7:13:00 PM,0,3,17,320 E. 33rd St.,Clean out,21218,39.328593,-76.612716,City of Baltimore Dept. of Public Works,98,98,"Rags, roots.",,,Relieved house connection choke with 45 ft. of electric cable and cleaned surrounding area.  Performed CCTV inspection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/24/2018,6:22:00 PM,0,15,38,835 Allendale St.,Manhole,21229,39.29736,-76.67828,City of Baltimore Dept. of Public Works,9380,9380,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 200 ft. of pressure hose.  Performed CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/28/2018,1:48:00 PM,0,1,37,1200 N. Franklintown Rd.,Manhole,21229,39.29972,-76.67071,City of Baltimore Dept. of Public Works,2425,2425,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved 12 inch mainline choke with 100 ft. of pressure hose.  Performed mainline CCTV inspection.  Confirmed line is clear.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/28/2018,,,,,4021 Belle Ave.,Clean out,21207,39.33311,-76.68544,City of Baltimore Dept. of Public Works,3,3,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved choke with electric cable; flushed and cleaned 8 inch mainline.  Marked location for further investigation for potential structural damage.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/29/2018,,,,,2121 Kentucky Ave.,Clean out,21218,39.33042,-76.58115,City of Baltimore Dept. of Public Works,1,1,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Confirmed lateral is clear.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/29/2018,,,,,3700 Gough St.,Clean out,21224,39.28884,-76.56647,City of Baltimore Dept. of Public Works,3,3,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 60 ft. of electric cable.  Performed CCTV inspection; flushed and cleaned 8 inch mainline.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/30/2018,,,,,5000 Boxhill Ln.,Clean out,21210,39.3541,-76.62706,City of Baltimore Dept. of Public Works,15,15,Roots.,,,Relieved house connection choke with 60 ft. of electric cable.  Performed CCTV inspection and cleaned the mainline.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,8/30/2018,,,,,2915 Ulman Ave.,Clean out,21215,39.32799,-76.66176,City of Baltimore Dept. of Public Works,4,4,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Confirmed connection is clear and cleaned the mainline.,Gwynns Falls,,Baltimore City,,,
